VIN,VIN_1,VIN_2,VIN_3,VIN_4,VIN_5,VIN_6,VIN_7,VIN_8,VIN_9,VIN_10,VIN_11,VIN_12,STATE,VEH_NO,NUMOCCS,MAKE,MODEL,BODY_TYP,REG_STAT,OWNER,ROLLOVER,J_KNIFE,TRAV_SP,HAZ_INV,HAZ_PLAC,HAZ_CNO,HAZ_REL,TOW_VEH,V_CONFIG,CARGO_BT,HIT_RUN,ROLINLOC,SPEC_USE,EMER_USE,IMPACT1,IMPACT2,UNDERIDE,DEFORMED,IMPACTS,TOWED,FIRE_EXP,VEH_CF1,VEH_CF2,VEH_MAN,AVOID,M_HARM,DEATHS,SEQ1,SEQ2,SEQ3,SEQ4,SEQ5,SEQ6,VIN_LNGT,BUS_USE,GVWR,UNITTYPE,MCARR_I1,ST_CASE,HAZ_ID,MAK_MOD,MOD_YEAR,VINA_MOD,SER_TR,VIN_BT,MCARR_I2,FLDCD_TR,MCARR_ID,WHLBS_SH,WHLBS_LG,MCYCL_DS,VIN_WGT,WGTCD_TR,DR_PRES,DR_DRINK,L_STATE,L_TYPE,L_STATUS,CDL_STAT,L_ENDORS,L_COMPL,L_RESTRI,VIOLCHG1,VIOLCHG2,VIOLCHG3,SPEEDREL,PREV_ACC,PREV_SUS,PREV_DWI,PREV_SPD,PREV_OTH,LAST_MO,FIRST_MO,DR_CF1,DR_CF2,DR_CF3,DR_CF4,DR_WGT,DR_HGT,D_VISION1,D_VISION2,D_VISION3,LAST_YR,FIRST_YR,DR_ZIP,MONTH,DAY,HOUR,MINUTE,HARM_EV,MAN_COLL,VE_FORMS
1FUPDSZB9XDA,1,F,U,P,D,S,Z,B,9,X,D,A,13,2,0,82,881,66,12,6,0,0,999,1,0,0,0,1,6,1,0,0,0,0,6,6,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,3,2,57,130391,0,82881,1999,FLD,CON,DS,01341303,D,5701341303,0,0,,,8,0,0,,,,,,,,,,,9,,,,,,,,20,0,0,0,,,99,99,99,,,,4,3,2,47,12,1,1
1FUJAHCG61LH,1,F,U,J,A,H,C,G,6,1,L,H,13,2,1,82,883,66,40,6,0,0,999,1,0,0,0,1,6,1,0,0,0,0,7,7,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,3,2,57,130480,0,82883,2001,FLD,CON,DS,108860,D,57108860,0,0,,,8,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,5,20,3,11,14,11,1
000000000000,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,99,998,92,0,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,6,6,0,0,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,130493,0,99998,1964,999,999,99,000000000,9,00000000000,9999,9999,9999,9999,9,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,6,1,23,52,14,1,1
999999999999,9,9,9,9,9,9,9,9,9,9,9,9,13,2,0,99,999,99,99,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,99,99,0,9,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,130496,0,99999,9999,999,999,99,000000000,9,00000000000,9999,9999,9999,9999,9,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,6,10,23,3,32,0,1
2NPLLZ9XX6M6,2,N,P,L,L,Z,9,X,X,6,M,6,13,2,1,87,881,63,13,6,0,0,999,1,0,0,0,0,2,4,0,0,0,0,9,9,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,3,2,57,130521,0,87881,2006,335,CON,TM,1528678,D,571528678,0,0,,,8,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,3,23,15,5,14,3,1
1FVHC5CVX7HY,1,F,V,H,C,5,C,V,X,7,H,Y,13,3,1,82,881,63,13,6,0,0,999,1,0,0,0,0,2,4,0,0,0,0,6,6,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,3,2,57,130521,0,82881,2007,11M,FM2,TM,1307580,D,571307580,0,0,,,8,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,3,23,15,5,14,3,1
1FMPU16L0YLA,1,F,M,P,U,1,6,L,0,Y,L,A,13,2,0,12,422,15,51,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,5,5,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,130537,0,12422,2000,EPT,***,UT,000000000,*,00000000000,1191,0,,5275,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,5,31,20,33,1,0,1
1B7HC13Y9WJ2,1,B,7,H,C,1,3,Y,9,W,J,2,13,2,0,7,482,31,13,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,11,11,0,9,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,130557,0,7482,1998,Q15,RPC,4C,000000000,G,00000000000,1387,1547,,,2,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,7,2,21,24,33,0,1
1GTCS19X0X85,1,G,T,C,S,1,9,X,0,X,8,5,13,2,0,23,471,30,37,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,6,6,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,130564,0,23471,1999,SON,SON,PC,000000000,G,00000000000,1229,0,,,1,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,6,7,21,15,8,0,1
1M2AT04C77M0,1,M,2,A,T,0,4,C,7,7,M,0,13,2,0,86,881,63,13,3,0,0,999,1,0,0,0,1,4,4,0,0,0,0,6,6,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,3,4,57,130638,0,86881,2007,CTP,700,TM,956007,D,57956007,0,0,,,8,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,7,16,13,40,8,0,1
000000000000,0,0,0,0,0,0,0,0,0,0,0,0,13,3,1,98,998,93,0,0,0,0,999,1,0,0,0,0,3,97,0,0,0,0,11,11,0,0,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,2,4,88,130638,0,98998,2006,999,999,99,888888888,9,88888888888,9999,9999,9999,9999,9,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,7,16,13,40,8,0,1
5TFCV54197X0,5,T,F,C,V,5,4,1,9,7,X,0,13,2,0,49,482,31,47,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,6,6,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,130683,0,49482,2007,DBS,TUN,CW,000000000,G,00000000000,1646,0,,,2,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,8,2,16,51,8,0,1
3N1BC13E47L3,3,N,1,B,C,1,3,E,4,7,L,3,13,2,0,35,50,4,13,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,11,11,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,130754,0,35050,2007,VSL,***,4H,000000000,*,00000000000,1024,0,,2649,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,8,29,19,27,53,0,1
JTEDP21A0400,J,T,E,D,P,2,1,A,0,4,0,0,13,2,0,49,403,14,13,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,3,3,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,130764,0,49403,2004,HIG,***,UT,000000000,*,00000000000,1069,0,,3650,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,8,13,14,0,33,0,1
JS3TE9430641,J,S,3,T,E,9,4,3,0,6,4,1,13,2,1,53,404,14,13,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,6,6,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,130993,0,53404,2006,GVT,***,UT,000000000,*,00000000000,1039,0,,3452,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,10,3,12,22,14,1,1
1FTSX20506EA,1,F,T,S,X,2,0,5,0,6,E,A,13,2,0,12,481,31,13,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,7,7,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,131014,0,12481,2006,F2S,SRW,4C,000000000,G,00000000000,1420,1580,,,2,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,11,5,2,22,42,0,1
2C3ED46F6RH2,2,C,3,E,D,4,6,F,6,R,H,2,13,2,0,6,42,4,13,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,3,3,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,131018,0,6042,1994,NYH,***,4D,000000000,*,00000000000,1130,0,,3457,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,11,7,19,16,14,8,1
1GYEE6375602,1,G,Y,E,E,6,3,7,5,6,0,2,13,2,0,19,20,6,13,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,4,4,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,131129,0,19020,2006,SRX,***,UT,000000000,*,00000000000,1164,0,,4164,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,12,23,10,42,14,8,1
1D4GP25R66B7,1,D,4,G,P,2,5,R,6,6,B,7,13,3,0,7,442,20,13,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,4,4,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,131129,0,7442,2006,CAR,***,SV,000000000,*,00000000000,1133,0,,3821,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,12,23,10,42,14,8,1
1GBHC24U54E2,1,G,B,H,C,2,4,U,5,4,E,2,15,2,0,20,481,31,15,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,12,12,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,150002,0,20481,2004,2CH,SIL,PK,000000000,G,00000000000,1330,0,,,2,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,1,1,19,57,14,5,1
JT3VN39W1R01,J,T,3,V,N,3,9,W,1,R,0,1,15,2,0,49,401,14,15,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,6,6,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,150010,0,49401,1994,RUN,***,UT,000000000,*,00000000000,1033,0,,4165,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,1,21,13,45,14,1,1
1FAFP34Z03W2,1,F,A,F,P,3,4,Z,0,3,W,2,15,3,0,12,37,4,15,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,7,7,0,2,3,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,150059,0,12037,2003,FSP,***,4D,000000000,*,00000000000,1030,0,,2564,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,7,6,20,42,12,5,2
2FMZA524XYBB,2,F,M,Z,A,5,2,4,X,Y,B,B,15,4,0,12,442,20,15,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,7,7,0,2,2,9,0,0,0,99,8,54,0,99,99,99,99,99,99,17,0,0,3,0,150059,0,12442,2000,WSE,WIN,ES,000000000,G,00000000000,1207,0,,,1,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,7,6,20,42,12,5,2
1FDXF46F5XEA,1,F,D,X,F,4,6,F,5,X,E,A,15,2,1,12,880,67,15,3,0,0,999,1,0,0,0,0,1,96,0,0,0,0,2,2,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,2,4,15,150061,0,12880,1999,F4D,DRW,CB,000000100,D,15000000100,1410,2010,,,4,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,7,10,9,45,45,8,1
WV2YA0250DH0,W,V,2,Y,A,0,2,5,0,D,H,0,15,2,0,30,441,20,15,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,10,10,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,150091,0,30441,1983,VNB,VGN,VW,000000000,G,00000000000,969,0,,,1,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,11,10,2,19,14,7,1
4S3BJ6320N69,4,S,3,B,J,6,3,2,0,N,6,9,16,2,0,48,34,6,16,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,5,5,0,4,2,9,0,0,0,99,8,14,0,99,99,99,99,99,99,17,0,0,3,0,160079,0,48034,1992,L44,***,SW,000000000,*,00000000000,1016,0,,2985,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,7,3,14,36,42,0,1
1J4FN21S7PL5,1,J,4,F,N,2,1,S,7,P,L,5,16,2,0,2,498,14,16,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,8,8,0,2,2,9,0,0,0,99,8,14,0,99,99,99,99,99,99,17,0,0,2,0,160175,0,2498,1993,POS,CHK,2W,000000000,G,00000000000,0,0,,,1,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,11,9,20,19,5,0,1
5NPEU46F67H1,5,N,P,E,U,4,6,F,6,7,H,1,17,4,0,55,33,4,17,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,7,7,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,170047,0,55033,2007,SLI,***,4D,000000000,*,00000000000,1074,0,,3458,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,1,3,18,54,12,8,4
3VWAA81E4VM8,3,V,W,A,A,8,1,E,4,V,M,8,17,5,0,30,42,1,17,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,3,3,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,170047,0,30042,1997,UCB,***,CV,000000000,*,00000000000,974,0,,2617,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,1,3,18,54,12,8,4
4M2ZU86K35ZJ,4,M,2,Z,U,8,6,K,3,5,Z,J,17,6,0,14,401,14,17,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,6,6,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,170047,0,14401,2005,MOU,***,UT,000000000,*,00000000000,1138,0,,4428,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,1,3,18,54,12,8,4
1HGCD7250RA0,1,H,G,C,D,7,2,5,0,R,A,0,17,7,0,37,32,2,17,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,6,6,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,170047,0,37032,1994,AEX,***,CP,000000000,*,00000000000,1069,0,,2853,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,1,3,18,54,12,8,4
3FRXF75H17V4,3,F,R,X,F,7,5,H,1,7,V,4,17,2,1,12,881,63,17,6,0,0,999,1,0,0,0,0,3,98,0,0,0,0,9,9,0,2,2,9,0,0,0,99,8,8,0,99,99,99,99,99,99,17,0,3,2,99,170052,0,12881,2007,F77,COF,CC,999999999,D,99999999999,1460,2810,,,7,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,1,27,10,54,8,0,1
JN1CA21D7WM9,J,N,1,C,A,2,1,D,7,W,M,9,17,2,0,35,39,4,17,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,6,6,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,170063,0,35039,1998,MGS,***,4D,000000000,*,00000000000,1063,0,,3026,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,2,2,3,18,19,0,1
1HSHXAHR37J3,1,H,S,H,X,A,H,R,3,7,J,3,17,3,1,84,881,66,18,6,0,0,999,1,0,0,0,1,6,1,0,0,0,0,6,6,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,3,2,57,170105,0,84881,2007,860,80S,DS,00175852,D,5700175852,0,0,,,8,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,3,9,6,40,12,7,2
2G2WP522X412,2,G,2,W,P,5,2,2,X,4,1,2,17,2,0,22,20,4,17,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,12,12,0,6,2,9,0,0,0,99,8,13,0,99,99,99,99,99,99,17,0,0,3,0,170428,0,22020,2004,GPG,***,4D,000000000,*,00000000000,1105,0,,3477,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,7,20,21,8,14,4,1
1FMSU43F22EC,1,F,M,S,U,4,3,F,2,2,E,C,17,2,0,12,423,15,17,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,6,6,0,4,2,9,0,0,0,99,8,13,0,99,99,99,99,99,99,17,0,0,3,0,170492,0,12423,2002,EXC,***,UT,000000000,*,00000000000,1371,0,,7127,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,7,17,23,47,14,9,1
1GCFC24K5NE1,1,G,C,F,C,2,4,K,5,N,E,1,17,3,0,20,481,31,17,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,6,6,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,170495,0,20481,1992,GC2,GM4,PK,000000000,G,00000000000,1315,0,,,2,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,8,9,17,55,12,7,2
1G2HX52K2T42,1,G,2,H,X,5,2,K,2,T,4,2,17,3,0,22,2,4,17,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,6,6,0,9,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,170527,0,22002,1996,BVS,***,4D,000000000,*,00000000000,1108,0,,3351,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,8,23,2,24,12,5,2
1FTNE24W74HA,1,F,T,N,E,2,4,W,7,4,H,A,17,3,0,12,461,21,17,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,6,6,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,170619,0,12461,2004,25V,VAN,CG,000000000,G,00000000000,1380,0,,,2,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,8,4,14,45,12,5,2
1FALP52U5TG1,1,F,A,L,P,5,2,U,5,T,G,1,17,2,0,12,17,4,17,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,12,12,0,6,3,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,170663,0,12017,1996,TAG,***,4D,000000000,*,00000000000,1085,0,,3347,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,10,25,7,40,14,2,1
1FBJS31H1KHA,1,F,B,J,S,3,1,H,1,K,H,A,17,3,0,12,398,6,17,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,12,12,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,170663,0,12398,1989,CWS,***,SV,000000000,*,00000000000,1380,0,,5212,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,10,25,7,40,14,2,1
1VRT112P7110,1,V,R,T,1,1,2,P,7,1,1,0,17,2,1,98,998,93,17,3,0,0,999,1,0,0,0,0,0,0,0,0,0,0,6,6,0,2,2,9,0,0,0,99,8,1,1,99,99,99,99,99,99,17,0,9,4,0,170703,0,98998,2001,999,999,99,000000000,9,00000000000,9999,9999,9999,9999,9,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,11,23,16,56,45,1,1
1G1JC1242Y72,1,G,1,J,C,1,2,4,2,Y,7,2,17,2,0,20,16,2,17,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,11,11,0,2,2,9,0,0,0,99,8,14,0,99,99,99,99,99,99,17,0,0,3,0,170771,0,20016,2000,CAV,***,CP,000000000,*,00000000000,1041,0,,2617,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,8,14,6,11,14,6,1
4A3AB36F06E0,4,A,3,A,B,3,6,F,0,6,E,0,17,3,0,52,34,4,17,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,12,12,0,2,2,9,0,0,0,99,8,14,0,99,99,99,99,99,99,17,0,0,3,0,170771,0,52034,2006,ELM,***,4D,000000000,*,00000000000,1083,0,,3351,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,8,14,6,11,14,6,1
1FTRX18L1YKA,1,F,T,R,X,1,8,L,1,Y,K,A,17,4,0,12,481,31,17,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,5,5,0,2,2,9,0,0,0,99,8,14,0,99,99,99,99,99,99,17,0,0,3,0,170771,0,12481,2000,F15,COF,4C,000000000,G,00000000000,1388,1574,,,2,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,8,14,6,11,14,6,1
1FMYU93145KD,1,F,M,Y,U,9,3,1,4,5,K,D,17,5,0,12,402,14,17,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,5,5,0,2,2,9,0,0,0,99,8,14,0,99,99,99,99,99,99,17,0,0,3,0,170771,0,12402,2005,SPE,***,UT,000000000,*,00000000000,1031,0,,3464,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,8,14,6,11,14,6,1
1FTEX5N2TKA1,1,F,T,E,X,5,N,2,T,K,A,1,17,2,0,12,481,31,17,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,6,6,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,16,0,0,3,0,170784,0,12481,1999,,,,000000000,G,00000000000,,,,,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,12,11,19,56,53,0,1
2G4WY55J9111,2,G,4,W,Y,5,5,J,9,1,1,1,17,3,0,18,7,4,17,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,7,7,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,170797,0,18007,2001,CLM,***,4D,000000000,*,00000000000,1090,0,,3368,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,12,15,12,20,12,1,2
1MELM62W9VH6,1,M,E,L,M,6,2,W,9,V,H,6,17,2,0,14,4,2,18,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,7,7,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,170807,0,14004,1997,X73,***,2D,000000000,*,00000000000,1130,0,,3536,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,11,8,17,5,14,7,1
999999999999,9,9,9,9,9,9,9,9,9,9,9,9,17,3,0,20,2,2,17,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,9,9,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,170807,0,20002,2006,999,999,99,000000000,9,00000000000,9999,9999,9999,9999,9,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,11,8,17,5,14,7,1
1FUJA6AV61LH,1,F,U,J,A,6,A,V,6,1,L,H,18,1,0,82,883,66,17,6,0,0,999,1,0,0,0,1,6,1,0,0,0,0,6,6,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,3,2,57,180036,0,82883,2001,COL,CON,DS,604100,D,57604100,0,0,,,8,0,0,,,,,,,,,,,9,,,,,,,,20,0,0,0,,,99,99,99,,,,1,15,7,19,12,1,1
2B5WB3111FK2,2,B,5,W,B,3,1,1,1,F,K,2,18,2,0,7,442,20,18,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,10,3,0,6,3,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,180080,0,7442,1985,RMW,***,SV,000000000,*,00000000000,1276,0,,4342,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,2,26,0,24,46,0,1
2B6KB33W7FK2,2,B,6,K,B,3,3,W,7,F,K,2,18,3,0,7,461,21,18,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,9,9,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,180080,0,7461,1985,B35,RMV,IC,000000000,G,00000000000,1276,0,,,2,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,2,26,0,24,46,0,1
WBAAV53461FJ,W,B,A,A,V,5,3,4,6,1,F,J,18,2,0,34,34,4,18,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,11,11,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,180110,0,34034,2001,30I,***,4D,000000000,*,00000000000,1073,0,,3318,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,3,12,21,20,17,0,1
1N4BU31D3TC1,1,N,4,B,U,3,1,D,3,T,C,1,18,3,0,35,47,4,18,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,3,3,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,180113,0,35047,1996,AGS,***,4D,000000000,*,00000000000,1031,0,,2756,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,2,3,9,42,12,1,29
3VWSE69MX2M0,3,V,W,S,E,6,9,M,X,2,M,0,18,2,0,30,398,4,99,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,6,6,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,180150,0,30398,2002,JGS,***,4D,000000000,*,00000000000,989,0,,2899,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,4,18,2,0,1,0,1
1GKEK13Z84J1,1,G,K,E,K,1,3,Z,8,4,J,1,18,2,0,23,401,14,18,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,11,11,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,180213,0,23401,2004,YUK,YUK,4W,000000000,F,00000000000,1160,0,,,2,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,5,24,15,35,14,5,1
2G1WD57C5912,2,G,1,W,D,5,7,C,5,9,1,2,18,2,0,20,2,4,18,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,10,10,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,180240,0,20002,2009,ISS,***,4D,000000000,*,00000000000,1105,0,,3711,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,5,29,20,51,12,5,3
