VIN,VIN_1,VIN_2,VIN_3,VIN_4,VIN_5,VIN_6,VIN_7,VIN_8,VIN_9,VIN_10,VIN_11,VIN_12,STATE,VEH_NO,OCUPANTS,MAKE,MODEL,BODY_TYP,REG_STAT,OWNER,ROLLOVER,J_KNIFE,TRAV_SP,HAZ_INV,HAZ_PLAC,HAZ_CNO,HAZ_REL,TOW_VEH,V_CONFIG,CARGO_BT,SPEC_USE,EMER_USE,IMPACT1,IMPACT2,UNDERIDE,DEFORMED,IMPACTS,TOWAWAY,FIRE_EXP,VEH_CF1,VEH_CF2,VEH_MAN,AVOID,M_HARM,DEATHS,SEQ1,SEQ2,SEQ3,SEQ4,SEQ5,SEQ6,VIN_LNGT,BUS_USE,GVWR,UNITTYPE,MCARR_I1,ST_CASE,HAZ_ID,MAK_MOD,MOD_YEAR,VINA_MOD,SER_TR,VIN_BT,MCARR_I2,FLDCD_TR,MCARR_ID,WHLBS_SH,WHLBS_LG,MCYCL_DS,VIN_WGT,WGTCD_TR,DR_PRES,DR_DRINK,L_STATE,L_TYPE,L_STATUS,CDL_STAT,L_ENDORS,L_COMPL,L_RESTRI,VIOLCHG1,VIOLCHG2,VIOLCHG3,PREV_ACC,PREV_SUS,PREV_DWI,PREV_SPD,PREV_OTH,LAST_MO,FIRST_MO,DR_CF1,DR_CF2,DR_CF3,DR_CF4,DR_WGT,DR_HGT,LAST_YR,FIRST_YR,DR_ZIP,MONTH,HARM_EV,MAN_COLL,HIT_RUN,VE_FORMS
2B3HD46RXYH1,2,B,3,H,D,4,6,R,X,Y,H,1,6,3,0,7,41,4,6,6,0,0,99,1,0,0,0,0,0,0,0,0,12,12,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,60138,0,7041,2000,INT,***,4D,000000000,*,00000000000,1130,0,,3385,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,2,12,5,0,2
1HGCD5636TA1,1,H,G,C,D,5,6,3,6,T,A,1,6,4,0,37,32,4,6,6,0,0,99,1,0,0,0,0,0,0,0,0,12,12,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,60138,0,37032,1996,ULE,***,4D,000000000,*,00000000000,1069,0,,2864,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,2,12,5,0,2
1GCHC24U81E1,1,G,C,H,C,2,4,U,8,1,E,1,6,2,0,20,481,31,6,6,0,0,99,1,0,0,0,0,0,0,0,0,6,6,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,60184,0,20481,2001,2CH,SIL,PK,000000000,G,00000000000,1330,0,,,2,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,2,14,4,0,1
3N1CB51D82L6,3,N,1,C,B,5,1,D,8,2,L,6,6,3,0,35,43,4,6,6,0,0,99,1,0,0,0,0,0,0,0,0,6,6,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,60184,0,35043,2002,XGX,***,4D,000000000,*,00000000000,998,0,,2441,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,2,14,4,0,1
1GNDM19W8SB1,1,G,N,D,M,1,9,W,8,S,B,1,6,4,0,20,441,20,6,6,0,0,99,1,0,0,0,0,0,0,0,0,6,6,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,60184,0,20441,1995,AST,AST,ES,000000000,G,00000000000,1110,0,,,1,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,2,14,4,0,1
1FUPUSZB71LF,1,F,U,P,U,S,Z,B,7,1,L,F,6,2,1,82,881,66,47,6,0,0,99,1,0,0,0,1,6,1,0,0,6,6,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,3,2,57,60191,0,82881,2001,FLD,CON,DS,990896,D,57990896,0,0,,,8,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,1,14,1,0,1
1GCCS19R9N81,1,G,C,C,S,1,9,R,9,N,8,1,6,2,0,20,471,30,6,6,0,0,99,1,0,0,0,0,0,0,0,0,12,6,0,4,3,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,60192,0,20471,1992,S14,S,PC,000000000,G,00000000000,1229,0,,,1,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,1,42,0,3,2
JM1BJ2254215,J,M,1,B,J,2,2,5,4,2,1,5,6,3,0,41,35,4,6,6,0,0,99,1,0,0,0,0,0,0,0,0,6,6,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,60192,0,41035,2002,PDS,***,4D,000000000,*,00000000000,1028,0,,2493,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,1,42,0,3,2
5TBRT3416YS0,5,T,B,R,T,3,4,1,6,Y,S,0,6,4,0,49,482,31,6,6,0,0,99,1,0,0,0,0,0,0,0,0,9,9,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,60192,0,49482,2000,TRS,TUN,4C,000000000,G,00000000000,1283,0,,,2,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,1,42,0,3,2
1G3AJ51NXKG3,1,G,3,A,J,5,1,N,X,K,G,3,6,5,0,21,20,4,92,6,0,0,99,1,0,0,0,0,0,0,0,0,9,9,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,60192,0,21020,1989,CCI,***,4D,000000000,*,00000000000,1049,0,,2642,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,1,42,0,3,2
1N4BU31D6VC1,1,N,4,B,U,3,1,D,6,V,C,1,6,6,1,35,47,4,6,6,0,0,99,1,0,0,0,0,0,0,0,0,9,9,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,60192,0,35047,1997,AGS,***,4D,000000000,*,00000000000,1031,0,,2756,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,1,42,0,3,2
JT3AC14R9S11,J,T,3,A,C,1,4,R,9,S,1,1,6,7,0,49,441,20,6,6,0,0,99,1,0,0,0,0,0,0,0,0,8,8,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,60192,0,49441,1995,PRE,***,SV,000000000,*,00000000000,1128,0,,3874,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,1,42,0,3,2
2HGES15551H5,2,H,G,E,S,1,5,5,5,1,H,5,6,9,0,37,31,4,6,6,0,0,99,1,0,0,0,0,0,0,0,0,8,9,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,60192,0,37031,2001,UCL,***,4D,000000000,*,00000000000,1031,0,,2465,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,1,42,0,3,2
2HGEJ6523VH5,2,H,G,E,J,6,5,2,3,V,H,5,6,10,0,37,31,4,6,6,0,0,99,1,0,0,0,0,0,0,0,0,1,1,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,60192,0,37031,1997,UCD,***,4D,000000000,*,00000000000,1032,0,,2256,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,1,42,0,3,2
1HTJUZRK9KH6,1,H,T,J,U,Z,R,K,9,K,H,6,6,2,0,84,881,61,6,6,0,0,99,1,0,0,0,0,1,1,0,0,6,6,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,2,2,99,60203,0,84881,1989,6LP,SS,CC,999999999,D,99999999999,1880,2360,,,5,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,1,14,1,0,1
JNKNG01D0RM2,J,N,K,N,G,0,1,D,0,R,M,2,6,2,0,58,32,4,6,6,0,0,99,1,0,0,0,0,0,0,0,0,9,9,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,60214,0,58032,1994,Q45,***,4D,000000000,*,00000000000,1132,0,,4039,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,2,8,0,0,1
WDBUF56J76A7,W,D,B,U,F,5,6,J,7,6,A,7,6,3,0,42,48,4,6,6,0,0,99,1,0,0,0,0,0,0,0,0,6,12,0,6,3,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,60252,0,42048,2006,ESD,***,4D,000000000,*,00000000000,1123,0,,3615,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,1,12,1,0,2
2MECM74F5MX6,2,M,E,C,M,7,4,F,5,M,X,6,6,4,0,14,6,4,10,6,0,0,99,1,0,0,0,0,0,0,0,0,12,12,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,60252,0,14006,1991,GMG,***,4D,000000000,*,00000000000,1143,0,,3836,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,1,12,1,0,2
4KLC4B1U65J8,4,K,L,C,4,B,1,U,6,5,J,8,6,2,3,38,882,61,6,6,0,0,99,1,0,0,0,0,1,1,0,0,7,7,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,2,2,6,60253,0,38882,2005,NPR,NPR,TB,316404,G,06316404,0,0,,,4,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,1,14,7,0,1
JT2SV16E1G03,J,T,2,S,V,1,6,E,1,G,0,3,6,2,0,49,40,4,6,6,0,0,99,1,0,0,0,0,0,0,0,0,3,3,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,60257,0,49040,1986,CLE,***,4D,000000000,*,00000000000,1024,0,,2381,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,1,14,8,0,1
JT2EL43T5P03,J,T,2,E,L,4,3,T,5,P,0,3,6,2,0,49,38,4,6,6,0,0,99,1,0,0,0,0,0,0,0,0,9,9,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,60262,0,49038,1993,TTX,***,4D,000000000,*,00000000000,937,0,,2005,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,1,8,0,2,1
1G2NE11U8HC7,1,G,2,N,E,1,1,U,8,H,C,7,6,2,1,22,18,2,6,6,0,0,99,1,0,0,0,0,0,0,0,0,6,12,0,6,3,9,1,0,0,99,8,12,1,99,99,99,99,99,99,17,0,0,2,0,60264,0,22018,1987,GAM,***,CP,000000000,*,00000000000,1034,0,,2492,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,1,14,1,0,3
1NXBB02E6TZ3,1,N,X,B,B,0,2,E,6,T,Z,3,6,2,0,49,32,4,6,6,0,0,99,1,0,0,0,0,0,0,0,0,9,9,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,60276,0,49032,1996,CRD,***,4D,000000000,*,00000000000,970,0,,2381,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,2,8,0,2,1
1FDXE45S13HA,1,F,D,X,E,4,5,S,1,3,H,A,6,2,3,12,461,21,6,6,0,0,99,1,0,0,0,0,0,0,0,0,6,12,0,4,3,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,60327,0,12461,2003,4DC,CTV,YY,000000000,G,00000000000,1580,1760,,,4,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,2,12,1,0,1
1HVBBNNPXMH3,1,H,V,B,B,N,N,P,X,M,H,3,6,2,0,84,981,50,0,6,0,0,99,1,0,0,0,0,21,21,0,0,6,6,0,6,2,9,0,0,0,99,8,14,0,99,99,99,99,99,99,17,7,3,2,6,60362,0,84981,1991,380,30S,BU,90019,D,0690019,1520,2760,,,7,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,1,14,1,0,1
999999999999,9,9,9,9,9,9,9,9,9,9,9,9,6,2,0,98,998,93,99,6,0,0,99,1,0,0,0,9,99,99,0,0,6,6,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,9,2,99,60370,0,98998,1999,999,999,99,999999999,9,99999999999,9999,9999,9999,9999,9,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,1,14,1,0,1
WBAEV33492KL,W,B,A,E,V,3,3,4,9,2,K,L,6,2,0,34,34,4,6,6,0,0,99,1,0,0,0,0,0,0,0,0,11,11,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,60488,0,34034,2002,325,***,4D,000000000,*,00000000000,1073,0,,3219,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,2,14,8,0,1
YV1RS5474625,Y,V,1,R,S,5,4,7,4,6,2,5,6,3,0,51,47,4,6,6,0,0,99,1,0,0,0,0,0,0,0,0,11,11,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,60488,0,51047,2006,ST5,***,4D,000000000,*,00000000000,1069,0,,3393,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,2,14,8,0,1
WDDNG71X87A0,W,D,D,N,G,7,1,X,8,7,A,0,6,2,0,42,43,4,6,6,0,0,99,1,0,0,0,0,0,0,0,0,6,6,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,60493,0,42043,2007,S5F,***,4D,000000000,*,00000000000,1246,0,,4465,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,3,14,1,0,1
3C4FY48B24T2,3,C,4,F,Y,4,8,B,2,4,T,2,6,2,0,6,52,6,6,6,0,0,99,1,0,0,0,0,0,0,0,0,7,7,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,60495,0,6052,2004,PTC,***,SV,000000000,*,00000000000,1030,0,,3026,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,3,14,5,0,1
1G1LV13T8NY1,1,G,1,L,V,1,3,T,8,N,Y,1,6,3,0,20,19,2,6,6,0,0,99,1,0,0,0,0,0,0,0,0,6,6,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,60495,0,20019,1992,BER,***,CP,000000000,*,00000000000,1034,0,,2649,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,3,14,5,0,1
1GKCS18ZXK85,1,G,K,C,S,1,8,Z,X,K,8,5,6,4,0,23,401,14,6,6,0,0,99,1,0,0,0,0,0,0,0,0,7,7,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,60495,0,23401,1989,SJI,S15,S2,000000000,G,00000000000,1005,0,,,1,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,3,14,5,0,1
3WKADB9X07F1,3,W,K,A,D,B,9,X,0,7,F,1,6,2,1,85,881,66,29,6,0,0,99,1,0,0,0,1,6,3,0,0,6,6,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,3,2,57,60498,0,85881,2007,T60,CON,DS,003706,D,57003706,1600,2600,,,8,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,2,14,1,0,1
4T1BF28B83U3,4,T,1,B,F,2,8,B,8,3,U,3,6,2,0,49,43,4,6,6,0,0,99,1,0,0,0,0,0,0,0,0,7,7,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,60608,0,49043,2003,UVS,***,4D,000000000,*,00000000000,1071,0,,3417,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,3,14,3,0,1
JTHBF30G6360,J,T,H,B,F,3,0,G,6,3,6,0,6,2,0,59,31,4,6,6,0,0,99,1,0,0,0,0,0,0,0,0,7,7,0,2,3,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,60634,0,59031,2003,ES3,***,4D,000000000,*,00000000000,1071,0,,3439,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,2,14,4,0,1
JNKCP11A8XT0,J,N,K,C,P,1,1,A,8,X,T,0,6,3,0,58,33,4,6,6,0,0,99,1,0,0,0,0,0,0,0,0,12,12,0,6,3,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,60634,0,58033,1999,G20,***,4D,000000000,*,00000000000,1024,0,,2816,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,2,14,4,0,1
1FMYU60E52UC,1,F,M,Y,U,6,0,E,5,2,U,C,6,4,0,12,401,14,6,6,0,0,99,1,0,0,0,0,0,0,0,0,12,12,0,4,3,9,0,0,0,99,8,14,0,99,99,99,99,99,99,17,0,0,2,0,60634,0,12401,2002,EPR,***,UT,000000000,*,00000000000,1018,0,,3860,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,2,14,4,0,1
1N4AL11E63C2,1,N,4,A,L,1,1,E,6,3,C,2,6,5,0,35,47,4,6,6,0,0,99,1,0,0,0,0,0,0,0,0,12,12,0,2,2,9,0,0,0,99,8,14,0,99,99,99,99,99,99,17,0,0,2,0,60634,0,35047,2003,ABS,***,4D,000000000,*,00000000000,1102,0,,2913,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,2,14,4,0,1
1J4FA49S44P7,1,J,4,F,A,4,9,S,4,4,P,7,6,2,0,2,403,14,6,6,0,0,99,1,0,0,0,0,0,0,0,0,6,6,0,2,3,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,60653,0,2403,2004,SPW,W/T,2W,000000000,G,00000000000,934,0,,,1,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,4,8,0,0,1
1GCDM15N8FB1,1,G,C,D,M,1,5,N,8,F,B,1,6,3,0,20,441,20,6,6,0,0,99,1,0,0,0,0,0,0,0,0,6,6,0,2,3,9,0,0,0,99,8,14,0,99,99,99,99,99,99,17,0,0,2,0,60653,0,20441,1985,AST,AST,VN,000000000,G,00000000000,1110,0,,,1,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,4,8,0,0,1
1G6KY53B6NU8,1,G,6,K,Y,5,3,B,6,N,U,8,6,4,0,19,14,4,6,6,0,0,99,1,0,0,0,0,0,0,0,0,6,6,0,9,2,9,0,0,0,99,8,14,0,99,99,99,99,99,99,17,0,0,2,0,60653,0,19014,1992,SVT,***,4D,000000000,*,00000000000,1110,0,,3721,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,4,8,0,0,1
999999999999,9,9,9,9,9,9,9,9,9,9,9,9,6,2,0,12,481,31,99,6,0,0,99,1,0,0,0,0,0,0,0,0,6,6,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,60668,0,12481,1978,999,999,99,000000000,9,00000000000,9999,9999,9999,9999,9,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,1,7,0,0,1
2GCEC19R0T12,2,G,C,E,C,1,9,R,0,T,1,2,6,2,0,20,481,31,6,6,0,0,99,1,0,0,0,0,0,0,0,0,9,5,0,4,3,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,60726,0,20481,1996,GC1,GM4,PC,000000000,G,00000000000,1415,1555,,,2,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,3,53,0,0,1
JTDBE32K5301,J,T,D,B,E,3,2,K,5,3,0,1,6,2,0,49,40,4,6,6,0,0,99,1,0,0,0,0,0,0,0,0,11,11,0,6,2,9,1,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,60754,0,49040,2003,XLL,***,4D,000000000,*,00000000000,1071,0,,2993,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,4,43,0,0,1
1FUBACASX3DK,1,F,U,B,A,C,A,S,X,3,D,K,6,1,1,82,883,66,6,6,0,0,99,1,0,0,0,1,6,1,0,0,6,6,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,3,2,6,60812,0,82883,2003,FD1,CON,DS,39606,D,0639606,0,0,,,8,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,5,14,1,0,1
1FTYA96W8WVA,1,F,T,Y,A,9,6,W,8,W,V,A,6,2,0,12,881,66,26,6,0,0,99,1,0,0,0,0,5,96,0,0,4,4,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,3,2,57,60835,0,12881,1998,AT2,COH,TM,75881,D,5775881,1480,2560,,,8,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,4,33,0,0,1
1N4EB31P4RC8,1,N,4,E,B,3,1,P,4,R,C,8,6,2,2,35,43,4,6,6,0,0,99,1,0,0,0,0,0,0,0,0,12,6,0,6,3,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,60869,0,35043,1994,SEL,***,4D,000000000,*,00000000000,957,0,,2346,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,3,14,1,0,1
2HGEJ8641TH5,2,H,G,E,J,8,6,4,1,T,H,5,6,3,0,37,31,4,6,6,0,0,99,1,0,0,0,0,0,0,0,0,7,6,0,2,2,9,0,0,0,99,8,14,0,99,99,99,99,99,99,17,0,0,2,0,60869,0,37031,1996,UAX,***,4D,000000000,*,00000000000,1032,0,,2505,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,3,14,1,0,1
JH4DC4351SS0,J,H,4,D,C,4,3,5,1,S,S,0,6,3,0,54,31,3,6,6,0,0,99,1,0,0,0,0,0,0,0,0,7,6,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,60870,0,54031,1995,ILS,***,2H,000000000,*,00000000000,1012,0,,2572,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,4,12,5,1,2
1NXBR12E42Z5,1,N,X,B,R,1,2,E,4,2,Z,5,6,4,0,49,32,4,6,6,0,0,99,1,0,0,0,0,0,0,0,0,6,6,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,60870,0,49032,2002,UCS,***,4D,000000000,*,00000000000,970,0,,2405,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,4,12,5,1,2
1N4BU31D3TC1,1,N,4,B,U,3,1,D,3,T,C,1,6,2,0,35,47,4,6,6,0,0,99,1,0,0,0,0,0,0,0,0,6,6,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,60893,0,35047,1996,AGS,***,4D,000000000,*,00000000000,1031,0,,2756,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,4,8,0,0,1
1GNEK13T94J2,1,G,N,E,K,1,3,T,9,4,J,2,6,3,0,20,421,15,6,6,0,0,99,1,0,0,0,0,0,0,0,0,6,6,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,60894,0,20421,2004,KTA,***,UT,000000000,*,00000000000,1160,0,,5050,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,4,12,5,0,2
J8DC4B1K6S70,J,8,D,C,4,B,1,K,6,S,7,0,6,1,0,23,882,61,6,6,0,0,99,1,0,0,0,0,3,98,0,0,6,6,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,2,2,99,60913,0,23882,1995,W4S,400,TB,999999999,D,99999999999,0,0,,,4,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,4,14,1,0,1
999999999999,9,9,9,9,9,9,9,9,9,9,9,9,6,2,3,6,43,2,96,6,0,0,99,1,0,0,0,0,0,0,0,0,7,7,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,60914,0,6043,2002,999,999,99,000000000,9,00000000000,9999,9999,9999,9999,9,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,4,8,0,0,1
1FTSS34L06DA,1,F,T,S,S,3,4,L,0,6,D,A,6,2,0,12,461,21,6,6,0,0,99,1,0,0,0,0,0,0,0,0,6,6,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,60936,0,12461,2006,3SD,VAN,EC,000000000,G,00000000000,1380,0,,,2,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,4,14,1,0,1
4T1BG22K3VU1,4,T,1,B,G,2,2,K,3,V,U,1,6,2,0,49,40,4,6,6,0,0,99,1,0,0,0,0,0,0,0,0,10,10,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,60938,0,49040,1997,UEX,***,4D,000000000,*,00000000000,1051,0,,2976,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,4,14,7,0,1
